no,provinsi,kab,kecamatan,desa,nik,nama,penghasilan_bulan,jumlah_tanggung_jawab,umur,ibu_hamil,lanjut_usia,disabilitas,jumlah_motor,jumlah_mobil,bpnt,bst,pkh
458,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.65711E+15,Papageno Lanmeid,3500000,8,51,TIDAK,TIDAK,YA,4,2,YA,YA,YA
459,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.69403E+15,Cora Vella,3500000,4,47,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA
460,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.63608E+15,Lowell Arendsen,1000000,5,37,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA
461,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.64808E+15,Sean Hellcat,1000000,3,71,TIDAK,YA,TIDAK,4,0,YA,YA,YA
462,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.66406E+15,Kaila Saundercock,4000000,9,46,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
463,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.63012E+15,Catlaina De Antoni,1000000,2,70,TIDAK,YA,TIDAK,2,1,YA,YA,YA
464,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.6711E+15,Reinaldo Lichfield,1000000,7,78,TIDAK,YA,TIDAK,2,1,YA,YA,YA
465,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.63901E+15,Danny Ferres,500000,5,80,TIDAK,YA,TIDAK,1,1,YA,YA,YA
466,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.68312E+15,Maddie Feenan,1500000,3,71,TIDAK,YA,TIDAK,3,0,YA,YA,YA
467,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.64411E+15,Jeromy Tyzack,1000000,8,67,TIDAK,YA,YA,2,0,YA,YA,YA
468,JAWA BARAT,TASIKMALAYA,CIHIDEUG,ARGASARI,1.6781E+15,Sibylla Gillham,3000000,7,34,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA
469,JAWA BARAT,TASIKMALAYA,CIPEDES,NAGARSARI,1.62806E+15,Jedediah Bwye,3500000,2,61,TIDAK,YA,TIDAK,4,2,YA,YA,YA
470,JAWA BARAT,TASIKMALAYA,CIPEDES,NAGARSARI,1.63505E+15,Shandee Gilloran,1000000,5,27,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
471,JAWA BARAT,TASIKMALAYA,CIPEDES,NAGARSARI,1.64107E+15,Lusa Berni,5000000,3,67,TIDAK,YA,TIDAK,6,1,YA,YA,YA
472,JAWA BARAT,TASIKMALAYA,CIPEDES,NAGARSARI,1.68307E+15,Ricoriki Folkerts,500000,3,25,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
473,JAWA BARAT,TASIKMALAYA,CIPEDES,NAGARSARI,1.6101E+15,Modestine Slaughter,5000000,2,79,TIDAK,YA,TIDAK,5,2,YA,YA,YA
474,JAWA BARAT,TASIKMALAYA,CIPEDES,NAGARSARI,1.60806E+15,Courtney Challener,1000000,3,64,TIDAK,YA,TIDAK,1,2,YA,YA,YA
475,JAWA BARAT,TASIKMALAYA,CIPEDES,NAGARSARI,1.6451E+15,Normy Ravenscroft,4000000,8,50,TIDAK,TIDAK,TIDAK,6,2,YA,YA,YA
476,JAWA BARAT,TASIKMALAYA,CIPEDES,NAGARSARI,1.69009E+15,Joane Meffin,1000000,6,34,TIDAK,TIDAK,YA,1,2,YA,YA,YA
477,JAWA BARAT,TASIKMALAYA,CIPEDES,NAGARSARI,1.69902E+15,Ferdinanda Mussolini,3000000,2,38,YA,TIDAK,TIDAK,6,0,YA,YA,YA
478,JAWA BARAT,TASIKMALAYA,CIPEDES,NAGARSARI,1.69005E+15,Barrie Northbridge,1000000,8,48,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
479,JAWA BARAT,TASIKMALAYA,CIPEDES,NAGARSARI,1.6291E+15,Karna Penrose,3000000,1,38,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA
480,JAWA BARAT,TASIKMALAYA,CIPEDES,NAGARSARI,1.66902E+15,Errol Thames,500000,3,61,TIDAK,YA,TIDAK,2,1,YA,YA,YA
481,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.60502E+15,Quinn Buttel,1500000,5,54,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA
482,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.69901E+15,Ardene Klimov,1000000,7,71,TIDAK,YA,TIDAK,4,2,YA,YA,YA
483,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.60801E+15,Steward Farrington,1000000,4,75,TIDAK,YA,TIDAK,1,0,YA,YA,YA
484,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.62911E+15,Diahann Claringbold,1000000,1,55,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA
485,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.65408E+15,Jewelle Wolfinger,500000,9,78,TIDAK,YA,TIDAK,6,2,YA,YA,YA
486,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.69709E+15,Panchito Kilrow,3000000,8,64,TIDAK,YA,TIDAK,4,2,YA,YA,YA
487,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.6771E+15,Maryanne Spuffard,500000,5,43,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA
488,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.68211E+15,Morry Cush,1000000,7,73,TIDAK,YA,TIDAK,0,1,YA,YA,YA
489,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.65708E+15,Brant Blaszczyk,1000000,8,25,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA
490,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.65408E+15,Freedman Bedome,1000000,5,46,TIDAK,TIDAK,TIDAK,6,2,YA,YA,YA
491,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.64711E+15,Elicia Bogey,1500000,2,61,TIDAK,YA,TIDAK,2,2,YA,YA,YA
492,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.61712E+15,Darrin Josephi,1000000,3,31,TIDAK,TIDAK,TIDAK,6,2,YA,YA,YA
493,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.69704E+15,Mirelle Paulat,1500000,7,54,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA
494,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.69903E+15,Drona Newitt,1000000,4,58,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA
495,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.60507E+15,Justina Claffey,3000000,9,55,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA
496,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.60702E+15,Royall Buckham,1000000,7,66,TIDAK,YA,TIDAK,3,0,YA,YA,YA
497,JAWA BARAT,TASIKMALAYA,CIPEDES,CIPEDES,1.69101E+15,Aubine Wither,1500000,2,48,YA,TIDAK,TIDAK,6,2,YA,YA,YA
498,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.68704E+15,Daloris Dowsing,4000000,8,31,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA
499,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.69201E+15,Filberto Garrow,1500000,8,55,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA
500,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.61804E+15,Emlyn Drivers,1000000,9,66,TIDAK,YA,YA,4,2,YA,YA,YA
501,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.69206E+15,Neil Woollons,1500000,4,42,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA
502,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.64801E+15,Hortense Bareham,3500000,3,38,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA
503,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.6441E+15,Prentice Burgne,1000000,6,40,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
504,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.66809E+15,Lonnie Ord,1500000,9,39,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA
505,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.66007E+15,Virginia Mousley,1000000,4,47,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
506,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.68809E+15,Bryna Lidgertwood,1000000,1,58,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA
507,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.67603E+15,Lenore Buttfield,1000000,3,42,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA
508,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.60211E+15,Rennie Davinet,1000000,5,78,TIDAK,YA,TIDAK,5,0,YA,YA,YA
509,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.64101E+15,Waite Izakoff,3000000,8,46,TIDAK,TIDAK,YA,2,0,YA,YA,YA
510,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.60704E+15,Shandra Kinsley,4000000,9,59,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
511,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.68503E+15,Sherwood Janovsky,1000000,1,71,TIDAK,YA,TIDAK,2,2,YA,YA,YA
512,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.67005E+15,Michal Pedrick,1000000,9,58,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA
513,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.66903E+15,Jodi Cassin,2500000,6,33,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA
514,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.60811E+15,Clementius Hubbins,1000000,6,42,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA
515,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.68005E+15,Kriste Bortolomei,1000000,6,34,TIDAK,TIDAK,TIDAK,6,2,YA,YA,YA
516,JAWA BARAT,TASIKMALAYA,MANGKUBUMI,CIGANTANG,1.63002E+15,Alida Gorey,3500000,3,62,TIDAK,YA,TIDAK,1,0,YA,YA,YA
517,JAWA BARAT,TASIKMALAYA,TAWANG,CIKALANG,1.67612E+15,Hebert Kaplan,500000,4,47,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA
518,JAWA BARAT,TASIKMALAYA,TAWANG,CIKALANG,1.6911E+15,Eyde Boshers,500000,7,31,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA
519,JAWA BARAT,TASIKMALAYA,TAWANG,CIKALANG,1.61904E+15,Cleo Mussard,500000,1,32,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA
520,JAWA BARAT,TASIKMALAYA,TAWANG,CIKALANG,1.64711E+15,Elnora De la Perrelle,1000000,9,31,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA
521,JAWA BARAT,TASIKMALAYA,TAWANG,CIKALANG,1.64506E+15,Konstantin Glamart,1000000,5,67,YA,YA,YA,5,2,YA,YA,YA
522,JAWA BARAT,TASIKMALAYA,TAWANG,CIKALANG,1.67502E+15,Judon Gland,1000000,2,60,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
523,JAWA BARAT,TASIKMALAYA,TAMANSARI,MUGARSARI,1.62205E+15,Clary Coull,3500000,4,23,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA
524,JAWA BARAT,TASIKMALAYA,TAMANSARI,MUGARSARI,1.65604E+15,Marv Kershow,4000000,5,44,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
525,JAWA BARAT,TASIKMALAYA,TAMANSARI,MUGARSARI,1.60503E+15,Tyrone Prendergast,1000000,2,47,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
526,JAWA BARAT,TASIKMALAYA,TAMANSARI,MUGARSARI,1.67708E+15,Eartha Robens,1500000,5,47,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA
527,JAWA BARAT,TASIKMALAYA,TAMANSARI,MUGARSARI,1.67601E+15,Barron Tipton,1500000,5,23,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
528,JAWA BARAT,TASIKMALAYA,TAMANSARI,MUGARSARI,1.63109E+15,Zenia Rainsdon,1000000,3,61,TIDAK,YA,TIDAK,1,2,YA,YA,YA
529,JAWA BARAT,TASIKMALAYA,TAMANSARI,MUGARSARI,1.63002E+15,Oran Leechman,1000000,8,29,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA
530,JAWA BARAT,TASIKMALAYA,TAMANSARI,MUGARSARI,1.60706E+15,Zebadiah Crumbie,1000000,7,51,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
531,JAWA BARAT,TASIKMALAYA,TAMANSARI,MUGARSARI,1.63811E+15,Horatius Klouz,4000000,9,57,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA
532,JAWA BARAT,TASIKMALAYA,TAMANSARI,MULYASARI,1.6131E+15,Elfie Stuchbury,3000000,9,31,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
533,JAWA BARAT,TASIKMALAYA,TAMANSARI,MULYASARI,1.64306E+15,Shirleen Illingsworth,1000000,8,62,TIDAK,YA,YA,6,2,YA,YA,YA
534,JAWA BARAT,TASIKMALAYA,TAMANSARI,MULYASARI,1.69109E+15,Sheffie Heggman,1000000,1,26,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA
535,JAWA BARAT,TASIKMALAYA,TAMANSARI,MULYASARI,1.64811E+15,Bunnie Rawlin,1000000,2,61,YA,YA,TIDAK,5,2,YA,YA,YA
536,JAWA BARAT,KUNINGAN,CINIRU,CIPEDES,1.65906E+15,Bobbe Speenden,2500000,2,77,TIDAK,YA,TIDAK,6,2,YA,YA,YA
537,JAWA BARAT,KUNINGAN,CINIRU,CIPEDES,1.61501E+15,Gregoire Giacobillo,500000,6,67,YA,YA,TIDAK,3,1,YA,YA,YA
538,JAWA BARAT,KUNINGAN,CINIRU,CIPEDES,1.68106E+15,Karlik Lemery,500000,6,39,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA
539,JAWA BARAT,KUNINGAN,CINIRU,CIPEDES,1.6921E+15,Winfield Tarzey,2500000,2,60,YA,TIDAK,TIDAK,0,0,YA,YA,YA
540,JAWA BARAT,KUNINGAN,CINIRU,CIPEDES,1.60003E+15,Templeton Ceaplen,1000000,5,56,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA
541,JAWA BARAT,KUNINGAN,CINIRU,CIPEDES,1.66911E+15,Cassandry Damant,4000000,5,62,TIDAK,YA,YA,2,2,YA,YA,YA
542,JAWA BARAT,KUNINGAN,CINIRU,CIPEDES,1.61901E+15,Marion Scutcheon,1000000,3,51,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
543,JAWA BARAT,KUNINGAN,CINIRU,CIPEDES,1.68703E+15,Vincents Mapletoft,3500000,2,48,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
544,JAWA BARAT,KUNINGAN,CINIRU,PINARA,1.6381E+15,Ramonda Burrows,1000000,8,59,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA
545,JAWA BARAT,KUNINGAN,CINIRU,PINARA,1.61304E+15,Holt Scurrah,3500000,8,65,TIDAK,YA,TIDAK,4,0,YA,YA,YA
546,JAWA BARAT,KUNINGAN,CINIRU,PINARA,1.67911E+15,Griffith Jenny,500000,5,45,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA
547,JAWA BARAT,KUNINGAN,CINIRU,PINARA,1.66204E+15,Claudelle Fincken,3000000,3,60,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA
548,JAWA BARAT,KUNINGAN,CINIRU,PINARA,1.67505E+15,Sharyl Fiddeman,1000000,5,27,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA
549,JAWA BARAT,KUNINGAN,CINIRU,PINARA,1.69012E+15,Marilin Kermode,1000000,9,34,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA
550,JAWA BARAT,KUNINGAN,CINIRU,PINARA,1.60907E+15,Farleigh Carle,4000000,1,68,TIDAK,YA,TIDAK,0,0,YA,YA,YA
551,JAWA BARAT,KUNINGAN,CINIRU,PINARA,1.66806E+15,Lotti Keijser,1000000,5,53,TIDAK,TIDAK,YA,1,2,YA,YA,YA
552,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.68101E+15,Gustavus Beevens,1000000,5,68,TIDAK,YA,TIDAK,1,1,YA,YA,YA
553,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.66103E+15,Verina Muggeridge,1000000,4,40,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
554,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.68203E+15,Katie Tett,2500000,1,46,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
555,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.68701E+15,Nicholas Simo,3000000,9,32,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA
556,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.61012E+15,Inessa Symcox,1500000,8,34,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
557,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.68107E+15,Allie Aspital,1000000,8,69,TIDAK,YA,TIDAK,2,2,YA,YA,YA
558,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.61111E+15,Bobby Hammatt,1500000,6,38,YA,TIDAK,TIDAK,5,2,YA,YA,YA
559,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.67708E+15,Claiborn Whapham,1500000,6,55,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA
560,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.60903E+15,Jaymee Anglish,3000000,1,37,TIDAK,TIDAK,YA,1,1,YA,YA,YA
561,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.64504E+15,Alejandra Breeds,1000000,2,63,TIDAK,YA,TIDAK,5,2,YA,YA,YA
562,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.63803E+15,Bride Dunstan,2500000,4,69,TIDAK,YA,TIDAK,3,0,YA,YA,YA
563,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.66205E+15,Georg Shwalbe,1000000,2,69,TIDAK,YA,TIDAK,6,1,YA,YA,YA
564,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.61911E+15,Florance Puzey,1500000,6,51,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA
565,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.68203E+15,Thornton Canaan,500000,1,32,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
566,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.63109E+15,Ronica Treharne,1500000,6,39,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
567,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.61107E+15,Marylinda Dawtre,1000000,7,56,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
568,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.68504E+15,Jessy Keyser,3500000,6,44,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
569,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.64308E+15,Rosita Ivashnyov,1000000,8,49,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA
570,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.64005E+15,Lynsey Mersey,1500000,9,48,TIDAK,TIDAK,YA,2,1,YA,YA,YA
571,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.61303E+15,Conny Creek,3500000,7,50,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
572,JAWA BARAT,KUNINGAN,CIGUGUR,BABAKMULYA,1.6941E+15,Dal Maccree,1000000,8,79,TIDAK,YA,TIDAK,1,2,YA,YA,YA
573,JAWA BARAT,KUNINGAN,CIGUGUR,PUNCAK,1.6791E+15,Ebba Fairfoull,3000000,1,35,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA
574,JAWA BARAT,KUNINGAN,CIGUGUR,PUNCAK,1.66804E+15,Leoine Sandey,1000000,4,60,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
575,JAWA BARAT,KUNINGAN,CIGUGUR,PUNCAK,1.61412E+15,Terrel Marthen,1000000,1,76,TIDAK,YA,TIDAK,0,0,YA,YA,YA
576,JAWA BARAT,KUNINGAN,CIGUGUR,PUNCAK,1.69909E+15,Herc Meadowcraft,1500000,9,76,TIDAK,YA,TIDAK,4,0,YA,YA,YA
577,JAWA BARAT,KUNINGAN,CIGUGUR,PUNCAK,1.69804E+15,Kimberli Maffulli,1500000,1,76,TIDAK,YA,TIDAK,2,2,YA,YA,YA
578,JAWA BARAT,KUNINGAN,CIGUGUR,PUNCAK,1.61907E+15,Ursula Gellert,3500000,1,34,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA
579,JAWA BARAT,KUNINGAN,CIGUGUR,PUNCAK,1.64505E+15,Galvan Jentgens,1000000,3,38,YA,TIDAK,TIDAK,6,0,YA,YA,YA
580,JAWA BARAT,KUNINGAN,CIGUGUR,PUNCAK,1.62602E+15,Torrance Crumbleholme,4000000,3,60,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA
581,JAWA BARAT,KUNINGAN,CIGUGUR,PUNCAK,1.62905E+15,Milicent Caldaro,3500000,7,60,TIDAK,TIDAK,YA,1,1,YA,YA,YA
582,JAWA BARAT,KUNINGAN,CIGUGUR,PUNCAK,1.61511E+15,Celinka Eschelle,5000000,9,44,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
583,JAWA BARAT,KUNINGAN,CIGUGUR,PUNCAK,1.62103E+15,Ebonee Ten Broek,3500000,2,27,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
584,JAWA BARAT,KUNINGAN,CIGUGUR,PUNCAK,1.60602E+15,Alvin Flukes,1000000,8,45,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
585,JAWA BARAT,KUNINGAN,CIGUGUR,PUNCAK,1.64307E+15,Efrem Dubble,3500000,7,69,TIDAK,YA,TIDAK,4,1,YA,YA,YA
586,JAWA BARAT,KUNINGAN,CIGUGUR,PUNCAK,1.67006E+15,Dasi Hawkes,3500000,4,33,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
587,JAWA BARAT,KUNINGAN,CIGUGUR,PUNCAK,1.6461E+15,Ruttger Larcher,1000000,3,58,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
588,JAWA BARAT,KUNINGAN,CIGUGUR,PUNCAK,1.68104E+15,Avery Veazey,1000000,8,47,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
589,JAWA BARAT,KUNINGAN,CIWARU,GARAJATI,1.67101E+15,Rafferty Adam,500000,4,45,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
590,JAWA BARAT,KUNINGAN,CIWARU,GARAJATI,1.62205E+15,Marita Seak,3500000,5,78,TIDAK,YA,TIDAK,6,0,YA,YA,YA
591,JAWA BARAT,KUNINGAN,CIWARU,GARAJATI,1.66708E+15,Emlynne Markovic,500000,2,24,TIDAK,TIDAK,YA,6,0,YA,YA,YA
592,JAWA BARAT,KUNINGAN,CIWARU,GARAJATI,1.65401E+15,Osbert MacMaster,1000000,7,63,YA,YA,TIDAK,1,1,YA,YA,YA
593,JAWA BARAT,KUNINGAN,CIWARU,GARAJATI,1.63601E+15,Raddy Babon,3500000,7,36,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA
594,JAWA BARAT,KUNINGAN,CIWARU,GARAJATI,1.65009E+15,Sarita Dunstall,3000000,9,38,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
595,JAWA BARAT,KUNINGAN,CIWARU,GARAJATI,1.60903E+15,Charmion Tolussi,500000,3,26,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA
596,JAWA BARAT,KUNINGAN,CIWARU,GARAJATI,1.68903E+15,Jordon Castaner,500000,3,65,TIDAK,YA,TIDAK,0,1,YA,YA,YA
597,JAWA BARAT,KUNINGAN,CIWARU,GARAJATI,1.60603E+15,Ivonne Scherer,1000000,6,60,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
598,JAWA BARAT,KUNINGAN,CIWARU,GARAJATI,1.6951E+15,Wallie Fishly,1000000,9,40,TIDAK,TIDAK,TIDAK,6,2,YA,YA,YA
599,JAWA BARAT,KUNINGAN,CIWARU,GARAJATI,1.69903E+15,Krishna Allcock,1000000,7,59,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA
600,JAWA BARAT,KUNINGAN,CIWARU,GARAJATI,1.60704E+15,Franky Dorrity,1000000,4,61,TIDAK,YA,TIDAK,4,1,YA,YA,YA
601,JAWA BARAT,KUNINGAN,CIWARU,GARAJATI,1.63004E+15,Reg Hards,1000000,8,66,TIDAK,YA,TIDAK,1,1,YA,YA,YA
602,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.65603E+15,Nike Gritsaev,1000000,4,79,TIDAK,YA,YA,6,0,YA,YA,YA
603,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.68002E+15,Matthieu Priestnall,1000000,3,77,TIDAK,YA,TIDAK,6,2,YA,YA,YA
604,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.69002E+15,Etti Broadnicke,1000000,9,35,YA,TIDAK,TIDAK,6,1,YA,YA,YA
605,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.64304E+15,Drucy Vasyutin,1000000,9,45,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
606,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.64504E+15,Benedict Boykett,1500000,3,63,TIDAK,YA,TIDAK,0,2,YA,YA,YA
607,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.66407E+15,Christian Loughrey,1000000,4,39,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
608,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.60102E+15,Kliment Vannar,1000000,7,54,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
609,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.64412E+15,Alric Gook,3500000,7,34,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
610,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.64711E+15,Nananne Hince,1000000,8,30,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA
611,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.67502E+15,Amalee Lavrick,1500000,1,33,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA
