provinsi,kabkota,kecamatan,desa,nik,nama,penghasilan,jmltj,umur,ibuhamil,lansia,disable,jmlmtr,jmlmob,bpnt,bst,pkh,layak
JAWA TIMUR,BOJONEGORO,GAYAM,BONOREJO,8.12398E+12,Ruth Ferguson,1000000,2,72,TIDAK,YA,TIDAK,3,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GONDANG,GONDANG,8.12398E+12,Austin Newman,2300000,1,42,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BALEN,KENEP,8.12398E+12,Virginia Kerr,1000000,4,38,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BANJARANYAR,8.12398E+12,Karen Morrison,500000,0,60,YA,TIDAK,TIDAK,0,1,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,BOJONEGORO,KLANGON,8.12398E+12,Sarah Dowd,2500000,5,53,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,CANCUNG,8.12398E+12,Anne Rampling,2000000,2,40,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,DANDER,GROWOK,8.12398E+12,Lucas Paige,1500000,5,44,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GAYAM,MOJODELIK,8.12398E+12,Natalie Lewis,500000,1,56,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,GONDANG,SENGATEN,8.12398E+12,Leonard Campbell,2000000,2,68,TIDAK,YA,TIDAK,0,1,YA,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BALEN,POHBOGO,8.12398E+12,Carolyn Hodges,1500000,3,43,TIDAK,TIDAK,TIDAK,5,1,YA,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BAURENO,8.12398E+12,Molly Morgan,500000,3,69,TIDAK,YA,TIDAK,5,2,TIDAK,TIDAK,TIDAK,TIDAK
JAWA TIMUR,BOJONEGORO,BOJONEGORO,SUMBANG,8.12398E+12,Amy Jones,500000,1,51,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,CLEBUNG,8.12398E+12,Grace Wilkins,2000000,0,40,TIDAK,TIDAK,TIDAK,0,2,YA,YA,TIDAK,YA
JAWA TIMUR,BOJONEGORO,DANDER,JATIBLIMBING,8.12398E+12,James Cornish,3000000,1,33,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GAYAM,BRABOWAN,8.12398E+12,Victoria Allan,500000,4,67,TIDAK,YA,TIDAK,0,1,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,GONDANG,GONDANG,8.12398E+12,Carol Tucker,2000000,0,40,TIDAK,TIDAK,TIDAK,0,2,YA,YA,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BALEN,PENGANTEN,8.12398E+12,Tracey Hudson,1000000,2,25,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BLONGSONG,8.12398E+12,Jonathan Arnold,2000000,6,66,YA,YA,TIDAK,4,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,KEPATIHAN,8.12398E+12,Pippa Ellison,2000000,4,45,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,BUBURAN,NGOROGUNUNG,8.12398E+12,Ava Anderson,4000000,1,49,TIDAK,TIDAK,TIDAK,3,0,YA,YA,TIDAK,TIDAK
JAWA TIMUR,BOJONEGORO,DANDER,KARANGSOSNO,8.12398E+12,Lillian Bond,1000000,1,62,TIDAK,YA,TIDAK,0,0,YA,YA,TIDAK,YA
JAWA TIMUR,BOJONEGORO,GAYAM,BEGADON,8.12398E+12,Robert Metcalfe,1000000,4,68,TIDAK,YA,TIDAK,4,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GONDANG,SENGATEN,8.12398E+12,Samantha Welch,500000,5,66,TIDAK,YA,TIDAK,2,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BALEN,SIDOBANDUNG,8.12398E+12,Colin Sanderson,2300000,3,38,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,BAURENO,BANJARAN,8.12398E+12,Pippa Hill,1000000,4,60,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,JETAK,8.12398E+12,Deirdre Russell,500000,4,25,TIDAK,TIDAK,TIDAK,2,1,YA,YA,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,BUBULAN,8.12398E+12,Carl Forsyth,2000000,1,47,TIDAK,TIDAK,TIDAK,2,1,YA,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,DANDER,DANDER,8.12398E+12,Ruth Rees,1200000,5,54,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,GAYAM,BONOREJO,8.12398E+12,Faith Ince,1000000,4,55,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,GONDANG,GONDANG,8.12398E+12,Michelle Anderson,1500000,0,57,TIDAK,TIDAK,TIDAK,0,0,YA,YA,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BALEN,MAYANGKAWIS,8.12398E+12,Simon Coleman,3200000,0,26,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,BAURENO,BANJARANYAR,8.12398E+12,Robert Peake,2000000,0,50,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,KLANGON,8.12398E+12,Mary Skinner,1000000,1,40,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,CANCUNG,8.12398E+12,Max James,1200000,4,56,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,DANDER,GROWOK,8.12398E+12,Fiona Rutherford,2000000,6,48,YA,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GAYAM,MOJODELIK,8.12398E+12,Paul Murray,3200000,0,51,TIDAK,TIDAK,TIDAK,5,0,YA,TIDAK,TIDAK,TIDAK
JAWA TIMUR,BOJONEGORO,GONDANG,SENGATEN,8.12398E+12,Felicity Springer,1500000,6,47,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,BALEN,KENEP,8.12398E+12,Michelle Kerr,500000,5,61,TIDAK,YA,TIDAK,5,1,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,BAURENO,BAURENO,8.12398E+12,Ian Reid,1100000,2,30,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,SUMBANG,8.12398E+12,Jonathan Anderson,3200000,3,57,YA,TIDAK,TIDAK,1,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,CLEBUNG,8.12398E+12,Leonard Lambert,2500000,1,56,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,DANDER,JATIBLIMBING,8.12398E+12,Melanie Roberts,2300000,5,25,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GAYAM,BRABOWAN,8.12398E+12,Kylie Terry,1500000,5,45,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GONDANG,GONDANG,8.12398E+12,Alison Mackenzie,500000,4,21,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BALEN,POHBOGO,8.12398E+12,Warren Lambert,2000000,0,31,YA,TIDAK,TIDAK,4,1,YA,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BLONGSONG,8.12398E+12,Nicola Walker,3000000,3,57,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,KEPATIHAN,8.12398E+12,Sophie Buckland,1500000,5,68,TIDAK,YA,YA,5,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,NGOROGUNUNG,8.12398E+12,Caroline Springer,500000,6,40,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,DANDER,KARANGSOSNO,8.12398E+12,Boris Duncan,2300000,3,50,TIDAK,TIDAK,YA,1,2,YA,YA,TIDAK,YA
JAWA TIMUR,BOJONEGORO,GAYAM,BEGADON,8.12398E+12,Molly Piper,1000000,6,65,TIDAK,YA,TIDAK,4,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GONDANG,SENGATEN,8.12398E+12,Melanie Rees,1100000,6,45,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BALEN,PENGANTEN,8.12398E+12,Chloe Peake,2300000,1,30,TIDAK,TIDAK,YA,2,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BANJARAN,8.12398E+12,Benjamin Lawrence,1500000,3,55,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,JETAK,8.12398E+12,Carl Robertson,3000000,5,55,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,BUBULAN,8.12398E+12,Paul Lewis,1000000,1,21,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,DANDER,DANDER,8.12398E+12,Grace Brown,1000000,1,48,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GAYAM,BONOREJO,8.12398E+12,Nathan Allan,3000000,4,62,TIDAK,YA,TIDAK,1,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GONDANG,GONDANG,8.12398E+12,Yvonne Mitchell,3000000,3,32,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BALEN,SIDOBANDUNG,8.12398E+12,Faith Underwood,2500000,4,23,YA,TIDAK,TIDAK,5,1,TIDAK,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BANJARANYAR,8.12398E+12,Harry Hamilton,3000000,4,44,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,KLANGON,8.12398E+12,Piers Cameron,500000,0,58,YA,TIDAK,TIDAK,3,1,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,BUBURAN,CANCUNG,8.12398E+12,Carl Miller,500000,1,46,TIDAK,TIDAK,TIDAK,3,0,YA,YA,TIDAK,YA
JAWA TIMUR,BOJONEGORO,DANDER,GROWOK,8.12398E+12,Carl Paterson,3200000,1,72,TIDAK,YA,TIDAK,5,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GAYAM,MOJODELIK,8.12398E+12,Neil Parr,1200000,4,64,TIDAK,YA,TIDAK,0,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GONDANG,SENGATEN,8.12398E+12,Sonia Brown,1100000,4,40,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,BALEN,MAYANGKAWIS,8.12398E+12,John Marshall,1500000,0,34,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BAURENO,8.12398E+12,Olivia Metcalfe,2300000,4,46,TIDAK,TIDAK,TIDAK,2,1,YA,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,SUMBANG,8.12398E+12,Lucas Scott,1100000,2,55,YA,TIDAK,TIDAK,5,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,CLEBUNG,8.12398E+12,Molly North,2500000,6,27,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,DANDER,JATIBLIMBING,8.12398E+12,Sophie Rampling,500000,2,49,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GAYAM,BRABOWAN,8.12398E+12,Megan Forsyth,2000000,0,65,TIDAK,YA,TIDAK,2,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GONDANG,GONDANG,8.12398E+12,Heather Reid,2500000,2,25,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BALEN,KENEP,8.12398E+12,Molly Hunter,500000,6,27,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BLONGSONG,8.12398E+12,Sebastian Johnston,2000000,0,72,TIDAK,YA,TIDAK,3,0,YA,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,KEPATIHAN,8.12398E+12,Harry Rees,1000000,3,62,TIDAK,YA,TIDAK,3,0,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,BUBURAN,NGOROGUNUNG,8.12398E+12,Stephanie Newman,1500000,3,60,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,DANDER,KARANGSOSNO,8.12398E+12,Theresa Stewart,1200000,4,52,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,GAYAM,BEGADON,8.12398E+12,Maria Ogden,1500000,1,68,TIDAK,YA,TIDAK,1,0,YA,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,GONDANG,SENGATEN,8.12398E+12,Sebastian Davies,500000,6,47,TIDAK,TIDAK,TIDAK,3,2,YA,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BALEN,POHBOGO,8.12398E+12,Carolyn Simpson,2300000,4,64,TIDAK,YA,TIDAK,4,0,YA,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BANJARAN,8.12398E+12,Amy Oliver,1000000,2,41,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,JETAK,8.12398E+12,Maria Piper,500000,6,37,TIDAK,TIDAK,TIDAK,5,1,TIDAK,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,BUBULAN,8.12398E+12,Lauren Ross,500000,1,21,TIDAK,TIDAK,TIDAK,2,2,YA,YA,TIDAK,TIDAK
JAWA TIMUR,BOJONEGORO,DANDER,DANDER,8.12398E+12,Joe Buckland,1500000,5,39,YA,TIDAK,TIDAK,1,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GAYAM,BONOREJO,8.12398E+12,Joshua McLean,2300000,4,27,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,GONDANG,GONDANG,8.12398E+12,Dan Sanderson,3200000,1,60,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BALEN,PENGANTEN,8.12398E+12,Anna Terry,2500000,3,50,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BANJARANYAR,8.12398E+12,Julian Gibson,2000000,1,60,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,BOJONEGORO,KLANGON,8.12398E+12,John Hemmings,1500000,3,62,TIDAK,YA,TIDAK,1,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,CANCUNG,8.12398E+12,Ella Payne,4000000,2,58,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,DANDER,GROWOK,8.12398E+12,Kevin Wallace,3200000,3,46,TIDAK,TIDAK,YA,1,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GAYAM,MOJODELIK,8.12398E+12,Steven Langdon,2000000,1,35,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GONDANG,SENGATEN,8.12398E+12,Kevin Oliver,500000,0,65,TIDAK,YA,TIDAK,2,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BALEN,SIDOBANDUNG,8.12398E+12,Deirdre Paterson,2000000,2,48,TIDAK,TIDAK,YA,5,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BAURENO,8.12398E+12,Andrea Wilson,500000,0,61,TIDAK,YA,TIDAK,0,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,SUMBANG,8.12398E+12,Ava Lawrence,500000,4,68,TIDAK,YA,TIDAK,2,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,CLEBUNG,8.12398E+12,Nicholas Knox,1500000,6,37,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,DANDER,JATIBLIMBING,8.12398E+12,Bernadette Edmunds,2300000,4,21,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GAYAM,BRABOWAN,8.12398E+12,Deirdre Stewart,1500000,6,57,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GONDANG,GONDANG,8.12398E+12,Ryan Alsop,1500000,6,73,TIDAK,YA,YA,5,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BALEN,MAYANGKAWIS,8.12398E+12,Adam Sutherland,1000000,0,55,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BLONGSONG,8.12398E+12,Felicity MacLeod,1100000,3,31,YA,TIDAK,TIDAK,5,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,KEPATIHAN,8.12398E+12,Kylie Reid,500000,4,42,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,NGOROGUNUNG,8.12398E+12,Tim Forsyth,1000000,4,50,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,DANDER,KARANGSOSNO,8.12398E+12,Adam Ellison,2000000,3,40,TIDAK,TIDAK,YA,3,2,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,GAYAM,BEGADON,8.12398E+12,Dominic Bower,500000,1,29,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,GONDANG,SENGATEN,8.12398E+12,John Turner,1500000,6,53,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BALEN,KENEP,8.12398E+12,Justin Knox,3200000,5,22,TIDAK,TIDAK,TIDAK,4,1,YA,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BANJARAN,8.12398E+12,Ruth Cameron,3000000,2,62,TIDAK,YA,TIDAK,0,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,JETAK,8.12398E+12,Joshua Nolan,1500000,2,65,TIDAK,YA,TIDAK,5,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,BUBULAN,8.12398E+12,Theresa Mackenzie,2000000,6,24,TIDAK,TIDAK,YA,2,0,YA,TIDAK,TIDAK,TIDAK
JAWA TIMUR,BOJONEGORO,DANDER,DANDER,8.12398E+12,Connor Bond,3000000,3,59,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GAYAM,BONOREJO,8.12398E+12,Emma Blake,2300000,1,68,YA,YA,TIDAK,2,1,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,GONDANG,GONDANG,8.12398E+12,Phil Manning,1500000,0,27,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BALEN,POHBOGO,8.12398E+12,Ella Black,1000000,1,72,TIDAK,YA,TIDAK,3,1,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,BAURENO,BANJARANYAR,8.12398E+12,Isaac Skinner,1200000,3,39,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,BOJONEGORO,KLANGON,8.12398E+12,Virginia Peters,2300000,5,51,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,CANCUNG,8.12398E+12,Yvonne Ince,2300000,1,40,YA,TIDAK,TIDAK,2,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,DANDER,GROWOK,8.12398E+12,Nathan Coleman,1500000,4,55,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GAYAM,MOJODELIK,8.12398E+12,Una Underwood,500000,5,34,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GONDANG,SENGATEN,8.12398E+12,Deirdre Gibson,2300000,1,46,YA,TIDAK,TIDAK,0,1,YA,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BALEN,PENGANTEN,8.12398E+12,Frank James,2500000,2,69,TIDAK,YA,TIDAK,2,1,YA,TIDAK,TIDAK,TIDAK
JAWA TIMUR,BOJONEGORO,BAURENO,BAURENO,8.12398E+12,Luke Hardacre,2000000,0,69,TIDAK,YA,TIDAK,2,2,YA,YA,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,SUMBANG,8.12398E+12,Brandon Grant,2000000,0,25,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,CLEBUNG,8.12398E+12,Grace Wallace,2000000,4,70,TIDAK,YA,TIDAK,2,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,DANDER,JATIBLIMBING,8.12398E+12,Zoe Walker,3000000,2,48,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GAYAM,BRABOWAN,8.12398E+12,Oliver Paterson,2500000,1,21,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GONDANG,GONDANG,8.12398E+12,Katherine Payne,1500000,2,62,TIDAK,YA,TIDAK,4,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BALEN,SIDOBANDUNG,8.12398E+12,Ella Mitchell,1000000,2,33,YA,TIDAK,TIDAK,4,2,YA,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BLONGSONG,8.12398E+12,Brandon Metcalfe,1000000,5,62,TIDAK,YA,TIDAK,1,1,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,BOJONEGORO,KEPATIHAN,8.12398E+12,Charles Metcalfe,4000000,6,66,YA,YA,TIDAK,4,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,NGOROGUNUNG,8.12398E+12,Gabrielle Skinner,2000000,5,67,TIDAK,YA,TIDAK,4,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,DANDER,KARANGSOSNO,8.12398E+12,John Parsons,500000,5,65,YA,YA,TIDAK,5,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GAYAM,BEGADON,8.12398E+12,Madeleine Simpson,500000,3,74,TIDAK,YA,TIDAK,2,2,YA,YA,TIDAK,YA
JAWA TIMUR,BOJONEGORO,GONDANG,SENGATEN,8.12398E+12,Adrian Mitchell,2500000,1,36,TIDAK,TIDAK,YA,1,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BALEN,MAYANGKAWIS,8.12398E+12,Carolyn Peters,2300000,7,49,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BANJARAN,8.12398E+12,John Coleman,2000000,6,25,YA,TIDAK,TIDAK,0,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,JETAK,8.12398E+12,Gordon Lawrence,1000000,2,67,TIDAK,YA,TIDAK,3,2,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,BUBURAN,BUBULAN,8.12398E+12,Jasmine Terry,500000,2,55,YA,TIDAK,TIDAK,1,2,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,DANDER,DANDER,8.12398E+12,Christopher Oliver,500000,4,37,TIDAK,TIDAK,TIDAK,3,2,TIDAK,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,GAYAM,BONOREJO,8.12398E+12,Dylan Mills,2300000,1,35,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,GONDANG,GONDANG,8.12398E+12,Nicola Piper,1000000,4,50,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BALEN,KENEP,8.12398E+12,Paul McGrath,500000,0,32,TIDAK,TIDAK,YA,2,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BANJARANYAR,8.12398E+12,Lily Ball,1000000,3,57,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,KLANGON,8.12398E+12,Kevin Vance,500000,0,22,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BUBURAN,CANCUNG,8.12398E+12,Nicholas Peters,3200000,1,69,TIDAK,YA,YA,0,2,YA,YA,YA,TIDAK
JAWA TIMUR,BOJONEGORO,DANDER,GROWOK,8.12398E+12,Dominic North,1000000,2,66,TIDAK,YA,TIDAK,1,1,TIDAK,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,GAYAM,MOJODELIK,8.12398E+12,Caroline Newman,2000000,1,55,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,GONDANG,SENGATEN,8.12398E+12,Jake Russell,1200000,5,51,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BALEN,POHBOGO,8.12398E+12,Virginia Mills,1000000,3,56,TIDAK,TIDAK,TIDAK,4,2,YA,TIDAK,TIDAK,YA
JAWA TIMUR,BOJONEGORO,BAURENO,BAURENO,8.12398E+12,Megan Walker,2000000,4,65,TIDAK,YA,YA,5,0,YA,YA,YA,YA
JAWA TIMUR,BOJONEGORO,BOJONEGORO,SUMBANG,8.12398E+12,Matt Mackay,2000000,0,67,TIDAK,YA,TIDAK,2,0,YA,YA,YA,YA
